id,title,picture,title_en,title_ja,start_date,end_date,synopsis,mean_score,rank,popularity,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration_seconds,rating,studios,num_list_users,num_scoring_users,watching,completed,on_hold,dropped,plan_to_watch
45,Rurouni Kenshin: Meiji Kenkaku Romantan,https://cdn.myanimelist.net/images/anime/1346/119505.webp,Rurouni Kenshin,るろうに剣心 -明治剣客浪漫譚-,1996-01-10,1998-09-08,"In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans.  Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels.  Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?  [Written by MAL Rewrite]",8.28,318,476,False,tv,finished_airing,"Action,Comedy,Historical,Romance,Samurai,Shounen",94,manga,1500,pg_13,"Gallop,Studio Deen",519163,245910,40856,277657,37637,24763,138198
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,https://cdn.myanimelist.net/images/anime/4/47845.webp,Samurai X: The Motion Picture,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,1997-12-20,1997-12-20,"The war against the Tokugawa Shogunate ended years ago. But there are some who are not happy with the outcome. Shigure Takimi watched his friends and family get slashed down in the name of freedom and prosperity. Now he and a band of desperate rebels have sworn to settle one final score. Only one man stands in their way: Kenshin Himura. But when Shigure discovers Kenshin's true identity as the Hitokiri Battousai, his fight becomes a personal vendetta.  (Source: ANN)",7.55,1823,3296,False,movie,finished_airing,"Drama,Historical,Samurai,Shounen",1,manga,5448,r,Gallop,54910,28551,927,41151,583,369,11873
47,Akira,https://cdn.myanimelist.net/images/anime/1408/114012.jpg,Akira,AKIRA（アキラ）,1988-07-16,1988-07-16,"Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns.""  During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.  [Written by MAL Rewrite]",8.16,478,208,False,movie,finished_airing,"Action,Gore,Horror,Military,Sci-Fi,Seinen,Super Power",1,manga,7468,r+,Tokyo Movie Shinsha,933309,551761,17014,706119,6091,3719,200310
48,.hack//Sign,https://cdn.myanimelist.net/images/anime/1443/94665.webp,.hack//Sign,.hack//SIGN,2002-04-04,2002-09-26,"A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way.  As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand.  [Written by MAL Rewrite]",6.94,4802,1404,False,tv,finished_airing,"Adventure,Fantasy,Mystery,Video Game",26,original,1440,pg_13,Bee Train,191859,87020,9111,106503,9647,14290,52280
49,Aa! Megami-sama!,https://cdn.myanimelist.net/images/anime/1566/152081.webp,Oh! My Goddess,ああっ女神さまっ,1993-02-21,1994-05-17,"When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in. ",7.27,3095,3209,False,ova,finished_airing,"Comedy,Romance,Seinen,Supernatural",5,manga,1800,pg_13,AIC,57484,28097,1660,40180,1095,1202,13339
50,Aa! Megami-sama! (TV),https://cdn.myanimelist.net/images/anime/1976/99376.jpg,Ah! My Goddess,ああっ女神さまっ,2005-01-07,2005-07-08,"In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted.  Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance.  [Written by MAL Rewrite]",7.31,2877,1590,False,tv,finished_airing,"Comedy,Romance,Seinen,Supernatural",24,manga,1440,pg_13,AIC,167517,79955,8376,100530,7738,9543,41306
51,Tenshi Kinryouku,https://cdn.myanimelist.net/images/anime/1627/146055.jpg,Angel Sanctuary,天使禁猟区,2000-05-25,2000-08-25,"Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down.  Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself.  As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?",6.23,8928,3417,False,ova,finished_airing,"Action,Drama,Reincarnation,Romance,Shoujo,Supernatural",3,manga,1785,r+,HAL Film Maker,51913,27716,1214,36558,904,1568,11661
52,Kidou Tenshi Angelic Layer,https://cdn.myanimelist.net/images/anime/1192/113699.jpg,Battle Doll Angelic Layer,機動天使エンジェリックレイヤー,2001-04-01,2001-09-23,"12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.",7.26,3150,3095,False,tv,finished_airing,"Award Winning,Comedy,Drama,Sci-Fi,Shounen,Strategy Game",26,manga,1440,pg_13,Bones,61853,29888,2377,37986,2980,3255,15247
53,Ai Yori Aoshi,https://cdn.myanimelist.net/images/anime/7/10172.jpg,Ai Yori Aoshi,藍より青し,2002-04-11,2002-09-26,"Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kaoru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.",7.1,4039,2117,False,tv,finished_airing,"Comedy,Drama,Harem,Romance,Seinen",24,manga,1387,pg_13,J.C.Staff,115847,55408,5750,70117,4985,7027,27943
54,Appleseed (Movie),https://cdn.myanimelist.net/images/anime/9/57231.webp,,アップルシード,2004-04-17,2004-04-17,"Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity.   (Source: ANN) ",7.05,4273,2727,False,movie,finished_airing,"Mecha,Military,Sci-Fi",1,manga,6324,r,Digital Frontier,77339,42630,1279,58870,576,670,15935
55,Arc the Lad,https://cdn.myanimelist.net/images/anime/3/49041.webp,,アークザラッド,1999-04-05,1999-10-11,"The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies.   (Source: ANN)",6.48,7409,5605,False,tv,finished_airing,"Action,Adventure,Fantasy,Horror,Sci-Fi",26,game,1320,r,Bee Train,17816,6496,884,8600,827,1106,6395
